county,case_number,case_id,case_created_at,case_status,case_decision_date,case_title,municipality,handling_number,handling_id,handling_date,handling_title,sender_recipient,case_kind,direct_supervision,target_organisation_name,target_identifiable,trigger_family,problem_domain,mandatory_action_likelihood,external_purchase_likelihood,metadata_specificity,timing_quality,commercial_relevance,likely_supplier_categories,document_required_for_understanding,supplier_already_engaged,manual_notes
Skåne,28209-2026,5615341,2026-09-17,Handläggning,,"Planerad tillsyn rörande tolkning av villkor 10,12, 24 och U1 i nya tillståndet.",Eslöv,28209-2026-6,,2026-09-16,Sammanfattning av tillsynsmötet från Bolagets sida.,Personuppgift,DIRECT_SUPERVISION,YES,,NONE,SUPERVISION_VISIT_SCHEDULED,PERMIT_CONDITIONS,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (permits); environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Skåne,28255-2026,5615674,2026-09-17,Handläggning,,"Anmälan om driftsstörning vid Sysavs avfallsförbränningsanläggning, Förhöjd halt TOC i processavloppsvatten Linje 4, Malmö kommun",Malmö,28255-2026-2,,2026-09-18,Begäran om komplettering,Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Sysav,ORG_NAMED,INFORMATION_REQUEST,WASTEWATER,MEDIUM,LOW,GENERIC,TIMELY,LOW,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Skåne,28474-2026,5617076,2026-09-18,Handläggning,,"Beslut om avgifter för prövning och tillsyn för Jordberga biogasanläggning, Trelleborgs kommun",Trelleborg,28474-2026-2,,2026-09-18,Förfrågan om tillsynsmyndighetens bedömning av klassningskoder,Personuppgift,DIRECT_SUPERVISION,YES,Gasum AB,COMPANY,COMPLAINT_RECEIVED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Skåne,28744-2026,5619187,2026-09-21,Handläggning,,"Förslag till kontrollprogram för Östervångsverket, Trelleborgs kommun",Trelleborg,28744-2026-1,,2026-09-21,"Förslag till kontrollprogram för Östervångsverket, Trelleborgs kommun",Adven Sverige AB,DIRECT_SUPERVISION,YES,Adven Sverige AB,COMPANY,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Skåne,29013-2026,5621412,2026-09-22,Handläggning,,"Information om kommande avanmälan av Sevesoverksamhet vid Bröderna Berner AB, Malmö kommun",Malmö,29013-2026-1,,2026-09-22,Information om avanmälan av Sevesoverksamhet,Bröderna Berner AB,DIRECT_SUPERVISION,YES,Bröderna Berner AB,COMPANY,SEVESO_DOCUMENT,CHEMICALS_SEVESO,MEDIUM,LOW,SPECIFIC,LATE,LOW,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Seveso programme submitted for review; already produced.
Skåne,29025-2026,5621483,2026-09-22,Handläggning,,"Information om kommande ändring av Sevesoverksamhet vid TAC - Destilleriet, Kristianstad kommun",Kristianstad,29025-2026-1,,2026-09-22,Information om kommande ändring av Sevesoverksamhet,The Absolut Company AB,DIRECT_SUPERVISION,YES,The Absolut Company AB,COMPANY,SEVESO_DOCUMENT,CHEMICALS_SEVESO,MEDIUM,LOW,SPECIFIC,LATE,LOW,Seveso / process-safety consultants; chemical storage & containment suppliers; fire protection,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Seveso programme submitted for review; already produced.
Skåne,29285-2026,5623748,2026-09-23,Handläggning,,"Anmälan om driftsstörning vid Simrishamns avloppsreningsverk, Stengården, Planerad rengöring av svalltorn och intag, Simrishamn kommun",Simrishamn,29285-2026-1,,2026-09-23,"Anmälan om driftsstörning vid Stengården, Planerad rengöring av svalltorn och intag, Simrishamn kommun",Personuppgift,ENVIRONMENTAL_INCIDENT,PARTIAL,Österlen VA,ORG_NAMED,INCIDENT_REPORT,WASTEWATER,LOW,LOW,SPECIFIC,TIMELY,LOW,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Stockholm,37648-2026,5558710,2026-07-08,Avslutat,2026-09-15,"Nytt kontrollprogram för befintlig vattenverksamhet vid Saltkajen, Frihamnen, enligt M 3049-20",Handlingar,37648-2026-3,,2026-07-16,"Reviderat kontrollprogram, Pirhustet Södra Värtan",Geosyntec Consultants AB,DIRECT_SUPERVISION,YES,Bonnier,ORG_NAMED,CONTROL_PROGRAMME,WATER_ACTIVITY,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,YES,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,37648-2026,5558710,2026-07-08,Avslutat,2026-09-15,"Nytt kontrollprogram för befintlig vattenverksamhet vid Saltkajen, Frihamnen, enligt M 3049-20",Handlingar,37648-2026-4,,2026-08-11,Förslag till kontrollprogram ändringar från tidigare,Personuppgift,DIRECT_SUPERVISION,YES,Bonnier,ORG_NAMED,CONTROL_PROGRAMME,WATER_ACTIVITY,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,YES,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,37648-2026,5558710,2026-07-08,Avslutat,2026-09-15,"Nytt kontrollprogram för befintlig vattenverksamhet vid Saltkajen, Frihamnen, enligt M 3049-20",Handlingar,37648-2026-5,,2026-09-14,Meddelande om synpunkter på revideringen av kontrollprogrammet,Bonnier,DIRECT_SUPERVISION,YES,Bonnier,ORG_NAMED,CONTROL_PROGRAMME,WATER_ACTIVITY,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,YES,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,37648-2026,5558710,2026-07-08,Avslutat,2026-09-15,"Nytt kontrollprogram för befintlig vattenverksamhet vid Saltkajen, Frihamnen, enligt M 3049-20",Handlingar,37648-2026-7,,2026-09-15,Förslag till kontrollprogram,Bonnier,DIRECT_SUPERVISION,YES,Bonnier,ORG_NAMED,CONTROL_PROGRAMME,WATER_ACTIVITY,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,YES,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,37648-2026,5558710,2026-07-08,Avslutat,2026-09-15,"Nytt kontrollprogram för befintlig vattenverksamhet vid Saltkajen, Frihamnen, enligt M 3049-20",Handlingar,37648-2026-8,,2026-09-17,Platsbesök 2026-09-16,Bonnier,DIRECT_SUPERVISION,YES,Bonnier,ORG_NAMED,INSPECTION_REPORT,WATER_ACTIVITY,MEDIUM,MEDIUM,GENERIC,LATE,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_REQUIRED,YES,Reviewed. Site visit noted by the consultant (Geosyntec) acting for the operator; consultant already engaged.
Stockholm,37724-2026,5559099,2026-07-08,Avslutat,2026-07-17,"Begäran om tillsyn gällande förorening av vattendrag, Norrtälje kommun",Norrtälje,37724-2026-1,,2026-07-08,"Begäran om tillsyn gällande förorening av vattendrag, Norrtälje kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Norrtälje kommun,PUBLIC_BODY,COMPLAINT_RECEIVED,WATER_ACTIVITY,LOW,LOW,GENERIC,EARLY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Stockholm,37724-2026,5559099,2026-07-08,Avslutat,2026-07-17,"Begäran om tillsyn gällande förorening av vattendrag, Norrtälje kommun",Norrtälje,37724-2026-2,,2026-07-13,Komplettering av klagomål,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Norrtälje kommun,PUBLIC_BODY,COMPLAINT_RECEIVED,WATER_ACTIVITY,LOW,LOW,GENERIC,EARLY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Stockholm,37962-2026,5560458,2026-07-10,Handläggning,,"Utredning av PFAS - Verifierande provtagning 2026, Deponi vid fd. Rotebro reningsverk (Gläntan), Sollentuna kommun",Sollentuna,37962-2026-2,,2026-07-10,Meddelande om verifierande PFAS-provtagning,Sollentuna kommun,CONTAMINATED_SITE_SUPERVISION,YES,Sollentuna kommun,PUBLIC_BODY,STATE_FUNDED_SAMPLING,CONTAMINATED_LAND_PFAS,LOW,LOW,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,METADATA_SUFFICIENT,NO,Rule-based. State-funded PFAS/sediment sampling procured by Länsstyrelsen; landowner is not the buyer.
Stockholm,37962-2026,5560458,2026-07-10,Handläggning,,"Utredning av PFAS - Verifierande provtagning 2026, Deponi vid fd. Rotebro reningsverk (Gläntan), Sollentuna kommun",Sollentuna,37962-2026-4,,2026-09-17,Redovisning av provtagningsplan,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Sollentuna kommun,PUBLIC_BODY,CONTROL_PROGRAMME,CONTAMINATED_LAND_PFAS,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,37964-2026,5560465,2026-07-10,Handläggning,,"Utredning av PFAS - Verifierande provtagning 2026, Roteberg deponi, Sollentuna kommun",Sollentuna,37964-2026-2,,2026-07-10,Meddelande om verifierande PFAS-provtagning,Fastighets AB Norrutveckling,CONTAMINATED_SITE_SUPERVISION,YES,Fastighets AB Norrutveckling,COMPANY,STATE_FUNDED_SAMPLING,CONTAMINATED_LAND_PFAS,LOW,LOW,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,METADATA_SUFFICIENT,NO,Rule-based. State-funded PFAS/sediment sampling procured by Länsstyrelsen; landowner is not the buyer.
Stockholm,37964-2026,5560465,2026-07-10,Handläggning,,"Utredning av PFAS - Verifierande provtagning 2026, Roteberg deponi, Sollentuna kommun",Sollentuna,37964-2026-6,,2026-09-17,Redovisning av provtagningsplan,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Fastighets AB Norrutveckling,COMPANY,CONTROL_PROGRAMME,CONTAMINATED_LAND_PFAS,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,38374-2026,5562668,2026-07-13,Handläggning,,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun",Botkyrka,38374-2026-1,,2026-07-13,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun",Personuppgift,COMPLAINT,PARTIAL,Botkyrka kommun,PUBLIC_BODY,COMPLAINT_RECEIVED,WATER_ACTIVITY,LOW,LOW,GENERIC,EARLY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Stockholm,38374-2026,5562668,2026-07-13,Handläggning,,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun",Botkyrka,38374-2026-5,,2026-07-23,Begäran att sända in uppgifter,Personuppgift,COMPLAINT,PARTIAL,Botkyrka kommun,PUBLIC_BODY,INFORMATION_REQUEST,WATER_ACTIVITY,MEDIUM,LOW,GENERIC,TIMELY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Stockholm,38374-2026,5562668,2026-07-13,Handläggning,,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun",Botkyrka,38374-2026-6,,2026-07-23,38374-2026 Begäran att sända in uppgifter om uppställning av fordon inom vattenskyddsområde till senast 28 augusti,Personuppgift,COMPLAINT,PARTIAL,Botkyrka kommun,PUBLIC_BODY,INFORMATION_REQUEST,WATER_ACTIVITY,MEDIUM,LOW,GENERIC,TIMELY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Stockholm,38513-2026,5563566,2026-07-10,Handläggning,,"Förslag till kontrollprogram, revidering, för Hallstaviks kraftverk, Norrtälje kommun",Norrtälje,38513-2026-1,,2026-07-10,"Förslag till kontrollprogram, revidering, för Hallstaviks kraftverk, Norrtälje kommun",Svensk Kraftreserv AB,DIRECT_SUPERVISION,YES,Svensk Kraftreserv AB,COMPANY,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,38513-2026,5563566,2026-07-10,Handläggning,,"Förslag till kontrollprogram, revidering, för Hallstaviks kraftverk, Norrtälje kommun",Norrtälje,38513-2026-2,,2026-07-15,Meddelande om fråga med anledning av revidering av kontrollprogrammet,Svensk Kraftreserv AB,DIRECT_SUPERVISION,YES,Svensk Kraftreserv AB,COMPANY,CONTROL_PROGRAMME,MONITORING_CONTROL,MEDIUM,MEDIUM,SPECIFIC,LATE,LOW,environmental consultants (monitoring programmes); accredited sampling / measurement firms; labs,DOCUMENT_WOULD_IMPROVE,NO,"Rule-based. Control-programme proposal submitted by operator, typically already prepared with consultant."
Stockholm,38561-2026,5563792,2026-07-15,Handläggning,,"Anmälan om klagomål på pfas i dricksvattenbrunn, Sigtuna kommun",Sigtuna,38561-2026-1,,2026-07-15,"Begäran om tillsyn av vattenverksamhet avseende dricksvattenbrunn, Sigtuna kommun",Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Swedavia AB,COMPANY,COMPLAINT_RECEIVED,CONTAMINATED_LAND_PFAS,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Stockholm,38561-2026,5563792,2026-07-15,Handläggning,,"Anmälan om klagomål på pfas i dricksvattenbrunn, Sigtuna kommun",Sigtuna,38561-2026-3,,2026-08-14,Begäran om komplettering,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Swedavia AB,COMPANY,INFORMATION_REQUEST,CONTAMINATED_LAND_PFAS,MEDIUM,LOW,GENERIC,TIMELY,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Stockholm,38561-2026,5563792,2026-07-15,Handläggning,,"Anmälan om klagomål på pfas i dricksvattenbrunn, Sigtuna kommun",Sigtuna,38561-2026-5,,2026-09-01,Meddelande om möjlighet att lämna synpunkter,Personuppgift,CONTAMINATED_SITE_SUPERVISION,YES,Swedavia AB,COMPANY,CONSULTATION_WITH_PARTY,CONTAMINATED_LAND_PFAS,LOW,LOW,GENERIC,TIMELY,LOW,environmental consultants (contaminated land / PFAS investigation); analytical laboratories; remediation contractors,DOCUMENT_REQUIRED,NO,"Rule-based classification, not individually reviewed."
Stockholm,38858-2026,5565229,2026-07-13,Handläggning,,Klagomål på ljudnivåer från verksamheten Deleo AB,Ekerö,38858-2026-3,,2026-08-07,Begäran om yttrande,Personuppgift,COMPLAINT,PARTIAL,Deleo AB,COMPANY,INFORMATION_REQUEST,NOISE,MEDIUM,LOW,GENERIC,TIMELY,LOW,acoustic consultants; noise abatement suppliers,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Stockholm,39101-2026,5566207,2026-07-13,Handläggning,,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun, Grödinge",Botkyrka,39101-2026-1,,2026-07-13,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun, Råbyvägen 7, Grödinge",Personuppgift,COMPLAINT,PARTIAL,Botkyrka kommun,PUBLIC_BODY,COMPLAINT_RECEIVED,WATER_ACTIVITY,LOW,LOW,GENERIC,EARLY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Complaint entry; only becomes a purchase if Länsstyrelsen demands measurements or measures.
Stockholm,39101-2026,5566207,2026-07-13,Handläggning,,"Begäran om tillsyn av Pålamalm vattentäkt, Botkyrka kommun, Grödinge",Botkyrka,39101-2026-5,,2026-07-23,Begäran om uppgifter om uppställda fordon inom vattenskyddsområde,Personuppgift,COMPLAINT,PARTIAL,Botkyrka kommun,PUBLIC_BODY,INFORMATION_REQUEST,WATER_ACTIVITY,MEDIUM,LOW,GENERIC,TIMELY,LOW,hydrogeology / water consultants; dam safety consultants; environmental law,DOCUMENT_REQUIRED,NO,Rule-based. Request for supplementary information; content unknown.
Stockholm,39696-2026,5569371,2026-07-27,Handläggning,,"Anmälan om driftstörning vid Ekebyhov ARV, Tömning av bassäng för inspektion av skrapspel, Ekerö kommun",Ekerö,39696-2026-1,,2026-07-27,"Anmälan om driftstörning vid Ekebyhov ARV, Tömning av bassäng för inspektion av skrapspel, Ekerö kommun",Personuppgift,DIRECT_SUPERVISION,YES,,FACILITY_ONLY,INCIDENT_REPORT,WASTEWATER,LOW,LOW,SPECIFIC,TIMELY,LOW,"process/VA engineering consultants; treatment equipment & service (pumps, scrapers, dosing); sampling labs",DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Operator self-report; corrective action usually already handled in-house or via existing service partner.
Stockholm,40840-2026,5575662,2026-08-06,Handläggning,,"Planerat tillsynsbesök på Grödby, Nynäshamns kommun",Nynäshamn,40840-2026-2,,2026-08-10,Dagordning,Nynäs-Ösmo LBC,DIRECT_SUPERVISION,YES,Nynäs-Ösmo LBC,ORG_NAMED,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Stockholm,40932-2026,5576143,2026-08-07,Handläggning,,"Planerat tillsynsbesök på Bro, Upplands-Bro kommun",Upplands-Bro,40932-2026-2,,2026-09-14,Dagordning,Heidelberg Materials Ballast Sverige AB,DIRECT_SUPERVISION,YES,Heidelberg Materials Ballast Sverige AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Stockholm,41008-2026,5576581,2026-08-10,Handläggning,,"Planerat tillsynsbesök på Väggarö 2026, Nynäshamns kommun",Nynäshamn,41008-2026-2,,2026-08-10,Dagordning tillsynsbesök,Personuppgift,DIRECT_SUPERVISION,YES,Nynäs-Ösmo LBC,ORG_NAMED,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
Stockholm,41484-2026,5579311,2026-08-12,Handläggning,,"Händelsestyrt tillsynsbesök på Stockholms Bulkhamn, Nynäshamns kommun",Nynäshamn,41484-2026-2,,2026-08-28,Dagordning,Stockholms Bulkhamn AB,DIRECT_SUPERVISION,YES,Stockholms Bulkhamn AB,COMPANY,SUPERVISION_VISIT_SCHEDULED,GENERAL_SUPERVISION,LOW,LOW,GENERIC,EARLY,LOW,environmental consultants (compliance / egenkontroll); EHS software,DOCUMENT_WOULD_IMPROVE,NO,Rule-based. Planned visit; possible pre-visit compliance need but no concrete problem in metadata.
