source_process,document_type,case_number,case_title,case_status,document_number,document_date,organisation_name,organisation_number,workplace_name,workplace_cfar,county,municipality,deficiency_family,specificity,deficiency_detail,required_action,purchase_type,supplier_category,incumbent_risk,purchase_value,timing,metadata_sufficiency,earliest_public_title,earliest_public_date,days_before_sanction,inspection_message_before,chronology_sampled
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002489,Återkommande besiktning - Jibbwinsch,Avslutat,2026/002489-1,2026-01-13,JUNIOR & COMPANY I STOCKHOLM AB,5566686662,JUNIOR & COMPANY I STOCKHOLM AB,43161678,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Jibbwinsch,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Jibbwinsch,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002491,Återkommande besiktning - Varmvattenoljepanna,Avslutat,2026/002491-1,2026-01-13,ROSLAGENS ENERGI- OCH DRIFTTEKNIK AKTIEBOLAG,5563592327,ROSLAGENS ENERGI- OCH DRIFTTEKNIK AKTIEBOLAG,28335776,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Varmvattenoljepanna,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Varmvattenoljepanna,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002495,Återkommande besiktning - VPA1 värmepump,Avslutat,2026/002495-1,2026-01-13,KOMMANDITBOLAGET RADIO ÖSTRA,9166257007,KOMMANDITBOLAGET RADIO ÖSTRA,37706199,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,VPA1 värmepump,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - VPA1 värmepump,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002499,Återkommande besiktning - Tryckluftbehållare,Avslutat,2026/002499-1,2026-01-13,INGENJÖRSFIRMA RT GUSTAFSSON AKTIEBOLAG,5569699258,INGENJÖRSFIRMA RT GUSTAFSSON AKTIEBOLAG,55072292,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Tryckluftbehållare,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Tryckluftbehållare,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002550,Återkommande besiktning - Traverskran maskindriven,Avslutat,2026/002550-1,2026-01-13,GOTLANDS ELNÄT AKTIEBOLAG,5565374724,GOTLANDS ELNÄT AKTIEBOLAG,19609262,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Traverskran maskindriven,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Traverskran maskindriven,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002553,Återkommande besiktning - Värmeväxlare,Avslutat,2026/002553-1,2026-01-13,ROSLAGENS ENERGI- OCH DRIFTTEKNIK AKTIEBOLAG,5563592327,ROSLAGENS ENERGI- OCH DRIFTTEKNIK AKTIEBOLAG,28335776,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Värmeväxlare,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Värmeväxlare,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002556,Återkommande besiktning - Vätskekylaggregat,Avslutat,2026/002556-1,2026-01-13,VASAKRONAN UPPSALA CITY AB,5560570896,VASAKRONAN UPPSALA CITY AB,10388981,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Vätskekylaggregat,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Vätskekylaggregat,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002595,Återkommande besiktning - Reaktor,Avslutat,2026/002595-1,2026-01-13,RECIPHARM UPPSALA AB,5566955752,BOLÄNDERNA,27370014,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Reaktor,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Reaktor,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002605,Återkommande besiktning - Varmvattenpanna,Avslutat,2026/002605-1,2026-01-13,FORTIFIKATIONSVERKET,2021004607,KUNGSÄNGEN,27535921,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Varmvattenpanna,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Varmvattenpanna,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002608,Återkommande besiktning - Kokgryta,Avslutat,2026/002608-1,2026-01-13,TV4 AKTIEBOLAG,5562427152,TV4 AKTIEBOLAG,26041574,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Kokgryta,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Kokgryta,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002619,Återkommande besiktning - Elpannan,Avslutat,2026/002619-1,2026-01-13,FORTIFIKATIONSVERKET,2021004607,FASTIGHETSGRUPP VISBY,27535954,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Elpannan,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Elpannan,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002632,Återkommande besiktning - Flispannan,Avslutat,2026/002632-1,2026-01-13,FORTIFIKATIONSVERKET,2021004607,FASTIGHETSGRUPP VISBY,27535954,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Flispannan,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Flispannan,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002636,Återkommande besiktning - Säkerhetskontroll Truck,Avslutat,2026/002636-1,2026-01-13,WERKSTA KINDWALLS AB,5568987597,SKADEVERKSTAD,27364363,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Säkerhetskontroll Truck,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Säkerhetskontroll Truck,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002714,Återkommande besiktning - Kokgryta,Avslutat,2026/002714-1,2026-01-13,SCANDIC HOTELS AKTIEBOLAG,5562991009,SCANDIC HOTEL JÄRVA KROG E4/E18,16374779,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Kokgryta,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Kokgryta,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002716,Återkommande besiktning - Elpanna,Avslutat,2026/002716-1,2026-01-13,TELGE FASTIGHETER AB,5560540345,TELGE FASTIGHETER AB,20817177,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Elpanna,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Elpanna,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002719,"Återkommande besiktning - Vätskekylaggregat, två stycken",Avslutat,2026/002719-1,2026-01-13,LOCUM AKTIEBOLAG,5564387909,LOCUM AKTIEBOLAG,30220545,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,"Vätskekylaggregat, två stycken",Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,"Återkommande besiktning - Vätskekylaggregat, två stycken",2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002720,Återkommande besiktning - Vka 1och Vka 2,Avslutat,2026/002720-1,2026-01-13,LOCUM AKTIEBOLAG,5564387909,LOCUM AKTIEBOLAG,30220545,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Vka 1och Vka 2,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Vka 1och Vka 2,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002721,"Återkommande besiktning - Fordonslyft flerpelarlyft, två stycken",Avslutat,2026/002721-1,2026-01-13,MILCAR HANDELSBOLAG,9697755404,MILCAR HANDELSBOLAG,57159279,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,"Fordonslyft flerpelarlyft, två stycken",Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,"Återkommande besiktning - Fordonslyft flerpelarlyft, två stycken",2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002722,Återkommande besiktning - Tryckluftbehållare,Avslutat,2026/002722-1,2026-01-13,SMM TRUCK SÖDERTÄLJE MASKIN & MEK AB,5564239597,SMM TRUCK SÖDERTÄLJE MASKIN & MEK AB,29879681,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Tryckluftbehållare,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Tryckluftbehållare,2026-01-13,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002398,Återkommande besiktning - Tryckluftbehållare,Avslutat,2026/002398-1,2026-01-14,PEAB AB,5560614330,PEAB AB,58806233,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Tryckluftbehållare,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Tryckluftbehållare,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002401,"Återkommande besiktning - Kran på fartyg, två stycken",Avslutat,2026/002401-1,2026-01-14,SJÖFARTSVERKET,2021000654,Saknas,,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,"Kran på fartyg, två stycken",Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,"Återkommande besiktning - Kran på fartyg, två stycken",2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002406,Återkommande besiktning - Pelarsvängkran,Avslutat,2026/002406-1,2026-01-14,PRECIFORM AKTIEBOLAG,5560504424,PRECIFORM AKTIEBOLAG,30409486,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Pelarsvängkran,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Pelarsvängkran,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002514,Återkommande besiktning - Lågtrycksångpanna,Avslutat,2026/002514-1,2026-01-14,FÖRSVARSMAKTEN,2021004615,NORRA MILITÄRDISTRIKTET/VÄSTERBOTTENSGRUPPEN,43201607,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Lågtrycksångpanna,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Lågtrycksångpanna,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002516,Återkommande besiktning - Telfer på balk,Avslutat,2026/002516-1,2026-01-14,ÅSELE KOMMUN,2120002791,KOMMUNKONTOR,19218700,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Telfer på balk,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Telfer på balk,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002517,"Återkommande besiktning - Lågtrycksångpanna, två stycken",Avslutat,2026/002517-1,2026-01-14,FÖRSVARSMAKTEN,2021004615,NORRA MILITÄRDISTRIKTET/VÄSTERBOTTENSGRUPPEN,43201607,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,"Lågtrycksångpanna, två stycken",Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,"Återkommande besiktning - Lågtrycksångpanna, två stycken",2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002827,Återkommande besiktning - Traverskran maskindriven,Avslutat,2026/002827-1,2026-01-14,STOCKHOLM EXERGI AB,5560169095,HÄSSELBYVERKET,19092998,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Traverskran maskindriven,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Traverskran maskindriven,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002828,Återkommande besiktning - Traverskran maskindriven,Avslutat,2026/002828-1,2026-01-14,STOCKHOLM EXERGI AB,5560169095,HÄSSELBYVERKET,19092998,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Traverskran maskindriven,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Traverskran maskindriven,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/002829,Återkommande besiktning - Traverskran maskindriven,Avslutat,2026/002829-1,2026-01-14,STOCKHOLM EXERGI AB,5560169095,HÄSSELBYVERKET,19092998,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Traverskran maskindriven,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Traverskran maskindriven,2026-01-14,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/003200,Återkommande besiktning - Truck,Avslutat,2026/003200-1,2026-01-16,SUNDAHLS MASKINAFFÄR AKTIEBOLAG,5560719659,VÄXJÖ,10502003,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Truck,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Truck,2026-01-16,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/003330,Återkommande besiktning - Telfer på svängarm,Avslutat,2026/003330-1,2026-01-16,AKTIEBOLAGET SANDVIK COROMANT,5562346865,GIMOVERKEN,10118651,,,LIFTING_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Telfer på svängarm,Correct the deficiencies noted by the inspection body before the device is used again; re-inspection,REPAIR_THEN_REINSPECTION,Lifting-equipment service/repair (by device type); accredited inspection body for re-inspection,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Telfer på svängarm,2026-01-16,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/003409,Återkommande besiktning - Vakuumtork,Avslutat,2026/003409-1,2026-01-16,RECIPHARM UPPSALA AB,5566955752,BOLÄNDERNA,27370014,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Vakuumtork,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Vakuumtork,2026-01-16,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/003413,Återkommande besiktning - Behållare/Tryckkärl,Avslutat,2026/003413-1,2026-01-16,CYTIVA SWEDEN AB,5561081919,BOLÄNDERNA,10165074,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Behållare/Tryckkärl,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Behållare/Tryckkärl,2026-01-16,,,NO
6.1 Bedriva inspektion,6.1-49 Intyg återkommande besiktning,2026/003416,Återkommande besiktning - Avgasare,Avslutat,2026/003416-1,2026-01-16,ARLA FOODS AB,5565794400,STOCKHOLMSMEJERIET,11120391,,,PRESSURE_EQUIPMENT_FAILED_INSPECTION,DETERMINISTIC,Avgasare,Correct deficiencies / take the pressure equipment out of service; re-control,REPAIR_THEN_REINSPECTION,Pressure-equipment / boiler / compressor service; accredited inspection body,HIGH,MEDIUM,EARLY,METADATA_SUFFICIENT,Återkommande besiktning - Avgasare,2026-01-16,,,NO
